,name,year,selling_price,km_driven,transmission,owner,fuel_Diesel,fuel_Electric,fuel_LPG,fuel_Petrol,seller_type_Individual,seller_type_Trustmark Dealer
1702,Datsun GO T Petrol,2015.0,225000.0,92198.0,1,2,False,False,False,True,False,False
1703,Maruti Swift Dzire VDI,2019.0,650000.0,5000.0,1,0,True,False,False,False,True,False
1704,Chevrolet Beat LT,2013.0,200000.0,50000.0,1,0,False,False,False,True,True,False
1705,Hyundai Creta 1.6 CRDi AT SX Plus,2016.0,875000.0,74000.0,0,0,True,False,False,False,True,False
1706,Skoda Rapid 1.5 TDI AT Ambition BSIV,2017.0,750000.0,40000.0,0,0,True,False,False,False,True,False
1707,Maruti Swift Dzire AMT VDI,2019.0,725000.0,22000.0,0,0,True,False,False,False,True,False
1708,Maruti Alto LXi,2007.0,100000.0,100000.0,1,2,False,False,False,True,True,False
1709,Tata Hexa XT,2019.0,1100000.0,40000.0,1,0,True,False,False,False,True,False
1710,Ford Endeavour 3.2 Titanium AT 4X4,2017.0,2700000.0,30000.0,0,0,True,False,False,False,True,False
1711,Renault KWID RXT Optional,2016.0,280000.0,23000.0,1,0,False,False,False,True,True,False
1712,Tata Indica Vista Aqua TDI BSIII,2009.0,150000.0,30000.0,1,0,True,False,False,False,True,False
1713,Tata Manza Aura Safire,2010.0,200000.0,50000.0,1,0,False,False,False,True,True,False
1714,Maruti Ritz VDi,2010.0,148000.0,100000.0,1,2,True,False,False,False,True,False
1715,Maruti Swift Dzire VXi,2011.0,254999.0,70000.0,1,2,False,False,False,True,True,False
1716,Maruti Swift Dzire ZXI,2013.0,360000.0,60000.0,1,2,False,False,False,True,True,False
1717,Maruti Alto LX,2006.0,95000.0,90000.0,1,2,False,False,False,True,True,False
1718,Mahindra Bolero SLE BSIII,2007.0,185000.0,230000.0,1,2,True,False,False,False,True,False
1719,Tata Indica Vista Quadrajet VX,2012.0,185000.0,40000.0,1,0,True,False,False,False,True,False
1720,Renault KWID RXL,2019.0,300000.0,15000.0,1,0,False,False,False,True,True,False
1721,Hyundai Verna VTVT 1.6 SX,2018.0,800000.0,40000.0,1,0,False,False,False,True,True,False
1722,Maruti Zen LX,2000.0,60000.0,50000.0,1,0,False,False,False,True,True,False
1723,Fiat Punto 1.2 Active,2010.0,80000.0,50000.0,1,2,False,False,False,True,True,False
1724,Hyundai Xcent 1.2 VTVT S,2018.0,500000.0,8000.0,1,0,False,False,False,True,True,False
1725,Hyundai EON Era Plus,2013.0,250000.0,35000.0,1,0,False,False,False,True,True,False
1726,Tata New Safari DICOR 2.2 EX 4x2,2010.0,250000.0,80000.0,1,0,True,False,False,False,True,False
1727,Maruti Wagon R LXI BSIII,2005.0,125000.0,50000.0,1,2,False,False,False,True,True,False
1728,Maruti Alto LXi BSII,2002.0,100000.0,80000.0,1,1,False,False,False,True,True,False
1729,Mahindra Scorpio M2DI,2010.0,480000.0,90000.0,1,0,True,False,False,False,True,False
1730,Mahindra KUV 100 G80 K2,2018.0,320000.0,30000.0,1,2,False,False,False,True,True,False
1731,Maruti A-Star Vxi,2010.0,130000.0,70000.0,1,2,False,False,False,True,True,False
1732,Tata Indica DLS,2006.0,57000.0,80000.0,1,2,True,False,False,False,True,False
1733,Hyundai Santro GLS I - Euro I,2005.0,75000.0,60000.0,1,0,False,False,False,True,True,False
1734,Maruti 800 DX,2003.0,60000.0,35000.0,1,0,False,False,False,True,True,False
1735,Maruti Alto LXi BSIII,2008.0,125000.0,70000.0,1,0,False,False,False,True,True,False
1736,Honda City 1.5 EXI S,2004.0,105000.0,100000.0,1,4,False,False,False,True,True,False
1737,Maruti Wagon R LXI DUO BSIII,2008.0,125000.0,152000.0,1,2,False,False,True,False,True,False
1738,Maruti Zen LXI,1998.0,69000.0,70000.0,1,2,False,False,False,True,True,False
1739,Tata Indigo LX,2012.0,130000.0,90000.0,1,2,True,False,False,False,True,False
1740,Maruti Baleno Zeta 1.2,2019.0,630000.0,40000.0,1,0,False,False,False,True,True,False
1741,Honda Amaze E i-VTEC,2016.0,330000.0,50000.0,1,2,False,False,False,True,True,False
1742,Maruti Wagon R VXI BS IV,2014.0,340000.0,15000.0,1,2,False,False,False,True,True,False
1743,Hyundai Santro Xing XG eRLX Euro III,2006.0,60000.0,120000.0,1,4,False,False,False,True,True,False
1744,Tata Safari Storme EX,2014.0,550000.0,78322.0,1,0,True,False,False,False,True,False
1745,Maruti Ertiga VDI,2014.0,480000.0,110000.0,1,2,True,False,False,False,True,False
1746,Hyundai Verna 1.6 SX CRDi (O),2013.0,315000.0,80000.0,1,2,True,False,False,False,True,False
1747,Ford Fiesta Titanium 1.5 TDCi,2012.0,165000.0,120000.0,1,0,True,False,False,False,True,False
1748,Chevrolet Beat LS,2016.0,170000.0,125000.0,1,0,False,False,False,True,True,False
1749,Maruti Baleno Delta 1.2,2018.0,550000.0,8000.0,1,0,False,False,False,True,True,False
1750,Volkswagen Ameo 1.2 MPI Trendline,2018.0,465000.0,13000.0,1,0,False,False,False,True,True,False
1751,Tata Indica Vista Quadrajet LX,2012.0,120000.0,80000.0,1,4,True,False,False,False,True,False
1752,Hyundai Verna 1.6 Xi ABS,2008.0,220000.0,54309.0,1,0,False,False,False,True,True,False
1753,Ford Figo Diesel LXI,2011.0,180000.0,70000.0,1,2,True,False,False,False,True,False
1754,Chevrolet Aveo 1.6 LT,2006.0,150000.0,34600.0,1,4,False,False,False,True,True,False
1755,Tata Zest Revotron 1.2T XMS,2016.0,520000.0,25000.0,1,0,False,False,False,True,True,False
1756,Tata Safari Storme EX,2013.0,430000.0,80000.0,1,4,True,False,False,False,True,False
1757,Mahindra Bolero DI DX 8 Seater,2009.0,300000.0,55000.0,1,2,True,False,False,False,True,False
1758,Hyundai Venue SX Opt Diesel,2020.0,1000000.0,5000.0,1,0,True,False,False,False,True,False
1759,Honda WR-V i-DTEC VX,2017.0,725000.0,30000.0,1,0,True,False,False,False,True,False
1760,Hyundai Verna 1.4 EX,2011.0,500000.0,31000.0,1,0,True,False,False,False,True,False
1761,Maruti Wagon R LXI BS IV,2011.0,250000.0,50000.0,1,0,False,False,False,True,True,False
1762,Maruti Swift Dzire VDI,2018.0,700000.0,38217.0,1,0,True,False,False,False,True,False
1763,Ford Figo Petrol ZXI,2011.0,185000.0,50000.0,1,4,False,False,False,True,True,False
1764,Maruti Ritz VDi,2011.0,200000.0,120000.0,1,0,True,False,False,False,True,False
1765,Mahindra Bolero DI,2004.0,315000.0,110000.0,1,4,True,False,False,False,True,False
1766,Tata Harrier XZ BSIV,2019.0,1700000.0,10000.0,1,0,True,False,False,False,True,False
1767,Mahindra KUV 100 mFALCON G80 K8 5str,2016.0,370000.0,60000.0,1,0,False,False,False,True,True,False
1768,Hyundai i10 Sportz,2011.0,250000.0,50000.0,1,0,False,False,False,True,True,False
1769,Maruti Ignis 1.2 Delta BSIV,2019.0,500000.0,15000.0,1,0,False,False,False,True,True,False
1770,Toyota Corolla Altis 1.8 J,2008.0,400000.0,35000.0,1,2,False,False,False,True,True,False
1771,Tata Manza Club Class Quadrajet90 LS,2014.0,200000.0,100000.0,1,0,True,False,False,False,True,False
1772,Maruti Swift Dzire VDI,2016.0,284000.0,40000.0,1,2,True,False,False,False,True,False
1773,Maruti Wagon R VXI Minor,2007.0,80000.0,60000.0,1,4,False,False,False,True,True,False
1774,Chevrolet Beat PS,2014.0,170000.0,77000.0,1,0,False,False,False,True,True,False
1775,Hyundai Accent Executive,2011.0,150000.0,60000.0,1,0,False,False,False,True,True,False
1776,Tata Manza Aura (ABS) Safire BS IV,2010.0,110000.0,77073.0,1,2,False,False,False,True,True,False
1777,Ford Figo Aspire 1.5 TDCi Titanium,2016.0,400000.0,70000.0,1,0,True,False,False,False,True,False
1778,Hyundai i10 Magna LPG,2013.0,275000.0,90000.0,1,2,False,False,True,False,True,False
1779,Toyota Innova 2.5 G (Diesel) 7 Seater,2013.0,800000.0,186000.0,1,4,True,False,False,False,True,False
1780,Mahindra Scorpio M2DI,2014.0,550000.0,90000.0,1,0,True,False,False,False,True,False
1781,Maruti Alto LX BSIII,2007.0,125000.0,100000.0,1,2,False,False,False,True,True,False
1782,Chevrolet Beat LT,2010.0,135000.0,80000.0,1,2,False,False,False,True,True,False
1783,Mahindra Scorpio LX BSIV,2012.0,349000.0,150000.0,1,0,True,False,False,False,True,False
1784,Maruti Swift VDI BSIV,2014.0,458000.0,80000.0,1,0,True,False,False,False,True,False
1785,Maruti Alto K10 VXI,2018.0,300000.0,35000.0,1,0,False,False,False,True,True,False
1786,Maruti Alto LXi,2008.0,95000.0,70000.0,1,0,False,False,False,True,True,False
1787,Maruti S-Cross Zeta DDiS 200 SH,2018.0,850000.0,50000.0,1,0,True,False,False,False,True,False
1788,Ford Freestyle Titanium Diesel,2019.0,750000.0,25000.0,1,0,True,False,False,False,True,False
1789,Ford Figo Diesel Celebration Edition,2013.0,190000.0,120000.0,1,0,True,False,False,False,True,False
1790,Maruti Wagon R LXI Minor,2009.0,150000.0,70000.0,1,0,False,False,False,True,True,False
1791,Hyundai Accent GLE,2009.0,114999.0,106000.0,1,4,False,False,False,True,True,False
1792,Toyota Innova 2.0 VX 7 Seater,2010.0,320000.0,120000.0,1,4,False,False,False,True,True,False
1793,Maruti Alto 800 CNG LXI Optional,2019.0,300000.0,120000.0,1,0,False,False,False,False,True,False
1794,Maruti Ritz LXi,2016.0,275000.0,160000.0,1,0,False,False,False,True,True,False
1795,Chevrolet Aveo 1.6 LT with ABS,2010.0,140000.0,120000.0,1,2,False,False,False,True,True,False
1796,Tata Altroz XZ,2020.0,830000.0,10000.0,1,0,False,False,False,True,True,False
1797,Volkswagen Polo SR Petrol 1.2L,2013.0,380000.0,50000.0,1,0,False,False,False,True,True,False
1798,Hyundai i10 Magna 1.2,2010.0,150000.0,90000.0,1,2,False,False,False,True,True,False
1799,Chevrolet Spark 1.0 LS,2008.0,50000.0,70000.0,1,0,False,False,False,True,True,False
1800,Mahindra Bolero SLX,2008.0,155000.0,100000.0,1,0,True,False,False,False,True,False
1801,Skoda Superb 1.8 TFSI MT,2010.0,300000.0,80000.0,1,0,False,False,False,True,True,False
1802,Maruti Alto 800 LXI,2018.0,300000.0,16584.0,1,0,False,False,False,True,False,False
1803,Tata Tiago 2019-2020 XE Diesel,2016.0,385000.0,38000.0,1,0,True,False,False,False,False,False
1804,Maruti Wagon R LXI,2010.0,221000.0,51000.0,1,0,False,False,False,True,False,False
1805,Tata Tiago 1.05 Revotorq XE,2016.0,381000.0,38000.0,1,0,True,False,False,False,False,False
1806,Maruti Alto 800 LXI,2015.0,250999.0,35000.0,1,0,False,False,False,True,False,False
1807,Hyundai Santro LS zipPlus,2002.0,60000.0,120000.0,1,4,False,False,False,True,True,False
1808,Tata Tiago 1.05 Revotorq XE,2016.0,380000.0,38000.0,1,0,True,False,False,False,False,False
1809,Skoda Laura L n K 1.9 PD,2008.0,180000.0,144000.0,1,4,True,False,False,False,True,False
1810,Maruti Ciaz ZDi Plus,2017.0,751000.0,64000.0,1,0,True,False,False,False,False,False
1811,Mahindra XUV500 AT W10 FWD,2015.0,1250000.0,60000.0,0,0,True,False,False,False,False,False
1812,Hyundai EON 1.0 Era Plus,2014.0,229999.0,65000.0,1,0,False,False,False,True,False,False
1813,Tata Safari Storme EX,2019.0,1250000.0,24000.0,1,0,True,False,False,False,True,False
1814,Mahindra Scorpio VLX 2WD BSIV,2014.0,782000.0,58000.0,1,2,True,False,False,False,False,False
1815,Mahindra Scorpio VLX 2.2 mHawk Airbag BSIV,2014.0,780000.0,58000.0,1,2,True,False,False,False,False,False
1816,Maruti Alto 800 LXI,2016.0,245000.0,68000.0,1,0,False,False,False,True,False,False
1817,Hyundai i20 1.4 CRDi Sportz,2011.0,321000.0,81257.0,1,0,True,False,False,False,False,False
1818,Hyundai Grand i10 1.2 CRDi Sportz Option,2017.0,509999.0,44000.0,1,0,True,False,False,False,False,False
1819,Tata Nano CX SE,2015.0,110000.0,45000.0,1,0,False,False,False,True,False,False
1820,Volkswagen Polo Diesel Highline 1.2L,2013.0,400000.0,75000.0,1,0,True,False,False,False,False,False
1821,Maruti Swift VXI,2013.0,370000.0,90000.0,1,0,False,False,False,True,True,False
1822,Hyundai Verna CRDi ABS,2007.0,175000.0,80000.0,1,2,True,False,False,False,True,False
1823,Mercedes-Benz E-Class 230,1998.0,1000000.0,35000.0,0,2,False,False,False,True,True,False
1824,Maruti Alto 800 LXI,2013.0,92800.0,25000.0,1,2,False,False,False,True,True,False
1825,Tata Xenon XT EX 4X2,2014.0,291000.0,90000.0,1,0,True,False,False,False,True,False
1826,Hyundai Verna 1.6 SX CRDi (O),2013.0,335000.0,110000.0,1,4,True,False,False,False,True,False
1827,Maruti Omni 8 Seater BSIV,2013.0,170000.0,35000.0,1,0,False,False,False,True,True,False
1828,Maruti Alto 800 LXI,2019.0,295000.0,10000.0,1,0,False,False,False,True,True,False
1829,Renault KWID RXL,2019.0,375000.0,10000.0,1,0,False,False,False,True,True,False
1830,Hyundai EON Era Plus,2012.0,215000.0,70000.0,1,2,False,False,False,True,True,False
1831,Ford Fiesta 1.4 ZXi TDCi ABS,2009.0,150000.0,110000.0,1,2,True,False,False,False,True,False
1832,Maruti Alto LXI,2003.0,60000.0,5000.0,1,2,False,False,False,True,True,False
1833,Tata New Safari Dicor EX 4X2 BS IV,2012.0,280000.0,110000.0,1,1,True,False,False,False,True,False
1834,Toyota Etios VD,2016.0,450000.0,50000.0,1,2,True,False,False,False,True,False
1835,Mahindra XUV500 W7,2018.0,1150000.0,58000.0,1,0,True,False,False,False,True,False
1836,Maruti Baleno Delta 1.3,2018.0,650000.0,15000.0,1,0,True,False,False,False,True,False
1837,Tata Zest Revotron 1.2T XE,2015.0,300000.0,60000.0,1,2,False,False,False,True,True,False
1838,Tata Nano Twist XT,2015.0,73000.0,57000.0,1,0,False,False,False,True,True,False
1839,Maruti Swift VDI BSIV,2015.0,400000.0,87000.0,1,4,True,False,False,False,True,False
1840,Renault KWID 1.0 RXT Optional,2017.0,300000.0,70000.0,1,0,False,False,False,True,True,False
1841,Maruti Wagon R AX,2012.0,300000.0,30000.0,0,2,False,False,False,True,True,False
1842,Maruti Swift Dzire VDI,2012.0,450000.0,80000.0,1,0,True,False,False,False,True,False
1843,Hyundai Santro Xing GLS,2009.0,200000.0,100000.0,1,2,False,False,False,True,True,False
1844,Maruti Swift VXI,2019.0,580000.0,40000.0,1,0,False,False,False,True,True,False
1845,Hyundai Grand i10 1.2 Kappa Asta,2017.0,550000.0,3917.0,1,0,False,False,False,True,True,False
1846,Mahindra Scorpio SLX 2.6 Turbo 8 Str,2007.0,190000.0,160000.0,1,2,True,False,False,False,True,False
1847,Tata Tiago 1.05 Revotorq XT Option,2017.0,450000.0,35000.0,1,0,True,False,False,False,True,False
1848,Chevrolet Spark 1.0 LS,2014.0,220000.0,70000.0,1,0,False,False,False,True,True,False
1849,Maruti SX4 ZXI MT BSIV,2012.0,310000.0,69069.0,1,0,False,False,False,True,False,False
1850,Hyundai Elite i20 Sportz Plus BSIV,2019.0,650000.0,13500.0,1,0,False,False,False,True,True,False
1851,Maruti Wagon R Stingray VXI,2014.0,300000.0,59059.0,1,0,False,False,False,True,False,False
1852,Hyundai Accent Executive,2013.0,200000.0,70000.0,1,0,False,False,False,True,True,False
1853,Honda Brio S MT,2012.0,285000.0,39039.0,1,0,False,False,False,True,False,False
1854,Honda Brio Exclusive Edition,2014.0,335000.0,33033.0,1,0,False,False,False,True,False,False
1855,Hyundai Verna Transform SX VTVT,2011.0,370000.0,55168.0,1,2,False,False,False,True,True,False
1856,Hyundai i20 1.2 Sportz,2013.0,375000.0,41041.0,1,0,False,False,False,True,False,False
1857,Hyundai i10 Magna,2009.0,235000.0,67067.0,1,0,False,False,False,True,False,False
1858,Hyundai i10 Sportz 1.2 AT,2013.0,345000.0,66066.0,0,0,False,False,False,True,False,False
1859,Mahindra Quanto C8,2013.0,365000.0,82082.0,1,0,True,False,False,False,False,False
1860,Hyundai Grand i10 Sportz,2014.0,400000.0,48000.0,1,0,False,False,False,True,True,False
1861,Hyundai EON D Lite Plus,2015.0,250000.0,30000.0,1,0,False,False,False,True,True,False
1862,Hyundai Verna SX CRDi AT,2012.0,465000.0,70070.0,0,0,True,False,False,False,False,False
1863,Renault KWID RXT,2017.0,300000.0,10000.0,1,0,False,False,False,True,True,False
1864,Maruti Swift Dzire ZXI 1.2 BS IV,2018.0,655000.0,25000.0,1,0,False,False,False,True,True,False
1865,Maruti Wagon R LXI CNG,2016.0,350000.0,30000.0,1,2,False,False,False,False,True,False
1866,Hyundai i10 Sportz 1.2 AT,2015.0,500000.0,50000.0,0,0,False,False,False,True,False,False
1867,Hyundai Grand i10 AT Asta,2015.0,465000.0,63063.0,0,0,False,False,False,True,False,False
1868,Maruti Swift VDi BSIII W/ ABS,2008.0,263000.0,70000.0,1,0,True,False,False,False,True,False
1869,Maruti Omni MPI STD BSIV,2012.0,250000.0,90000.0,1,0,False,False,False,True,True,False
1870,Hyundai Accent GLE 1,1999.0,60000.0,90000.0,1,1,False,False,False,True,True,False
1871,Hyundai Getz GLX,2005.0,70000.0,90000.0,1,4,False,False,False,True,True,False
1872,Honda WR-V i-DTEC VX,2017.0,650000.0,140000.0,1,0,True,False,False,False,True,False
1873,Hyundai i20 Asta 1.4 CRDi,2014.0,370000.0,80000.0,1,2,True,False,False,False,True,False
1874,Maruti Swift VDI Optional,2016.0,509999.0,40000.0,1,0,True,False,False,False,True,False
1875,Maruti Zen Estilo VXI BSIV,2011.0,280000.0,33000.0,1,0,False,False,False,True,True,False
1876,Maruti A-Star Vxi,2010.0,180000.0,40000.0,1,0,False,False,False,True,True,False
1877,Ford Ecosport 1.5 Petrol Ambiente,2017.0,650000.0,6000.0,1,0,False,False,False,True,True,False
1878,Hyundai Verna SX Diesel,2010.0,200000.0,78000.0,1,2,True,False,False,False,False,False
1879,Hyundai Verna SX Diesel,2011.0,210000.0,72000.0,1,4,True,False,False,False,False,False
1880,Tata Nano Cx BSIV,2011.0,75000.0,9528.0,1,0,False,False,False,True,False,False
1881,Toyota Innova 2.5 G (Diesel) 8 Seater,2011.0,450000.0,135200.0,1,0,True,False,False,False,False,False
1882,Hyundai i20 1.2 Sportz,2011.0,220000.0,58000.0,1,2,False,False,False,True,False,False
1883,Hyundai i20 Magna 1.4 CRDi (Diesel),2013.0,325000.0,78000.0,1,2,True,False,False,False,False,False
1884,Tata Zest Revotron 1.2T XE,2018.0,450000.0,45000.0,1,0,False,False,False,True,True,False
1885,Ford EcoSport 1.5 Diesel Titanium Plus BSIV,2017.0,825000.0,35000.0,1,0,True,False,False,False,True,False
1886,Hyundai Accent GLS,2007.0,125000.0,76000.0,1,4,False,False,False,True,False,False
1887,Mahindra Xylo D2 BS IV,2015.0,434999.0,100000.0,1,4,True,False,False,False,True,False
1888,Mahindra Scorpio SLE BSIV,2011.0,484999.0,99000.0,1,2,True,False,False,False,True,False
1889,Maruti Ritz VDi,2009.0,175000.0,80000.0,1,4,True,False,False,False,True,False
1890,Honda Civic 1.8 S MT,2006.0,220000.0,120000.0,1,4,False,False,False,True,True,False
1891,Honda BR-V i-VTEC VX MT,2020.0,1250000.0,1100.0,1,0,False,False,False,True,False,False
1892,Maruti Omni E MPI STD BS IV,2017.0,215000.0,34000.0,1,0,False,False,False,True,False,False
1893,Mahindra XUV500 W6 2WD,2014.0,625000.0,68000.0,1,0,True,False,False,False,False,False
1894,Ford EcoSport 1.5 Diesel Titanium BSIV,2018.0,615000.0,15000.0,1,0,True,False,False,False,True,False
1895,Chevrolet Beat Diesel PS,2012.0,130000.0,58000.0,1,0,True,False,False,False,False,False
1896,Tata Indigo CS eLX BS IV,2013.0,175000.0,50300.0,1,0,True,False,False,False,True,False
1897,Tata Indigo CR4,2011.0,150000.0,70000.0,1,2,True,False,False,False,True,False
1898,Tata Indica Vista TDI LS,2011.0,195000.0,60000.0,1,4,True,False,False,False,True,False
1899,Maruti Ertiga 1.5 VDI,2020.0,550000.0,90000.0,1,0,True,False,False,False,True,False
1900,Isuzu D-Max V-Cross Standard,2018.0,1500000.0,40000.0,1,0,True,False,False,False,True,False
1901,Skoda Superb 1.8 TFSI MT,2010.0,400000.0,80000.0,1,2,False,False,False,True,True,False
1902,Nissan Kicks XV Premium D BSIV,2019.0,1350000.0,15000.0,1,0,True,False,False,False,True,False
1903,Maruti Swift 1.2 DLX,2015.0,217000.0,45000.0,1,0,False,False,False,True,True,False
1904,Maruti Swift VDI BSIV,2011.0,290000.0,130000.0,1,2,True,False,False,False,True,False
1905,Mahindra Bolero Power Plus SLX,2018.0,700000.0,80000.0,1,0,True,False,False,False,True,False
1906,Maruti Alto 800 Base,2014.0,175000.0,40000.0,1,0,False,False,False,True,True,False
1907,Volkswagen Ameo 1.5 TDI Highline 16 Alloy,2017.0,575000.0,80000.0,1,0,True,False,False,False,True,False
1908,Maruti Ritz LDi,2016.0,380000.0,100000.0,1,2,True,False,False,False,True,False
1909,Mahindra Xylo D4 BSIV,2013.0,350000.0,151624.0,1,2,True,False,False,False,True,False
1910,Renault Duster 85PS Diesel RxL Optional,2012.0,450000.0,160000.0,1,0,True,False,False,False,True,False
1911,Hyundai Santro AT CNG,2005.0,130000.0,110000.0,1,2,False,False,False,False,True,False
1912,Maruti Swift VDI BSIV,2015.0,320000.0,74820.0,1,0,True,False,False,False,True,False
1913,Mahindra XUV500 W6 2WD,2014.0,550000.0,82000.0,1,0,True,False,False,False,True,False
1914,Maruti Wagon R VXI BS IV,2015.0,370000.0,50000.0,1,2,False,False,False,True,True,False
1915,Chevrolet Beat LT,2010.0,114999.0,70000.0,1,2,False,False,False,True,True,False
1916,Ford Ecosport Sports Petrol,2020.0,1100000.0,1000.0,1,0,False,False,False,True,True,False
1917,Hyundai Tucson CRDi,2006.0,170000.0,170000.0,1,0,True,False,False,False,True,False
1918,Tata Indigo TDI,2008.0,80000.0,150000.0,1,4,True,False,False,False,True,False
1919,Ford EcoSport 1.5 Diesel Titanium BSIV,2019.0,950000.0,17000.0,1,0,True,False,False,False,True,False
1920,Maruti Swift Dzire VDI,2014.0,425000.0,150000.0,1,0,True,False,False,False,True,False
1921,Hyundai i20 Asta Option 1.4 CRDi,2015.0,500000.0,80000.0,1,0,True,False,False,False,True,False
1922,Hyundai Santro Xing XG eRLX Euro III,2005.0,70000.0,170000.0,1,4,False,False,False,True,True,False
1923,Honda Amaze S i-Dtech,2013.0,349000.0,120000.0,1,0,True,False,False,False,True,False
1924,Hyundai i20 1.2 Sportz,2012.0,330000.0,90000.0,1,4,False,False,False,True,True,False
1925,Hyundai Santro Xing GLS,2010.0,120000.0,90000.0,1,4,False,False,False,True,True,False
1926,Hyundai Verna 1.6 SX CRDi (O),2013.0,430000.0,100000.0,1,2,True,False,False,False,True,False
1927,Maruti Swift VDI BSIV,2014.0,390000.0,90000.0,1,0,True,False,False,False,True,False
1928,Nissan Micra Diesel XV Primo,2012.0,225000.0,129000.0,1,0,True,False,False,False,True,False
1929,Mahindra Scorpio VLS AT 2.2 mHAWK,2010.0,350000.0,186000.0,0,2,True,False,False,False,True,False
1930,Tata Sumo LX,2009.0,100000.0,66778.0,1,0,True,False,False,False,True,False
1931,Hyundai EON Era Plus,2014.0,190000.0,50000.0,1,0,False,False,False,True,True,False
1932,Hyundai i20 Sportz 1.4 CRDi,2014.0,315000.0,110000.0,1,2,True,False,False,False,True,False
1933,Hyundai Grand i10 CRDi Magna,2015.0,300000.0,60000.0,1,2,True,False,False,False,True,False
1934,Renault KWID RXT,2016.0,280000.0,40000.0,1,0,False,False,False,True,True,False
1935,Tata Tiago 1.2 Revotron XZ,2018.0,539000.0,10000.0,1,0,False,False,False,True,True,False
1936,Maruti Celerio ZXI,2017.0,420000.0,50000.0,1,0,False,False,False,True,True,False
1937,Maruti Omni E 8 Str STD,2001.0,85000.0,70000.0,1,4,False,False,False,True,True,False
1938,OpelCorsa 1.6Gls,2004.0,142000.0,73000.0,1,1,False,False,False,True,True,False
1939,Hyundai EON D Lite,2014.0,180000.0,76000.0,1,2,False,False,False,True,True,False
1940,Chevrolet Tavera Neo 3 Max 9 Str BSIII,2014.0,400000.0,120000.0,1,2,True,False,False,False,True,False
1941,Mahindra Scorpio VLX 2WD ABS AT BSIII,2009.0,360000.0,170000.0,0,4,True,False,False,False,True,False
1942,Hyundai Santro Xing XG,2003.0,85000.0,110000.0,1,2,False,False,False,True,True,False
1943,Honda Brio 1.2 S MT,2016.0,350000.0,63400.0,1,0,False,False,False,True,True,False
1944,Datsun GO Plus T BSIV,2015.0,380000.0,25000.0,1,0,False,False,False,True,True,False
1945,Hyundai i10 Era,2009.0,140000.0,80000.0,1,4,False,False,False,True,True,False
1946,Maruti Wagon R VXI BS IV,2012.0,200000.0,90000.0,1,0,False,False,False,True,True,False
1947,Hyundai Santro Xing GL,2011.0,150000.0,157000.0,1,0,False,False,False,True,True,False
1948,Mahindra Bolero SLX 2WD,2007.0,300000.0,100000.0,1,2,True,False,False,False,True,False
1949,Renault KWID RXT,2017.0,280000.0,50000.0,1,0,False,False,False,True,True,False
1950,Maruti Alto K10 2010-2014 VXI,2011.0,200000.0,40000.0,1,0,False,False,False,True,True,False
1951,Chevrolet Aveo U-VA 1.2 LT WO ABS Airbag,2009.0,110000.0,38500.0,1,2,False,False,False,True,True,False
1952,Hyundai i10 Magna,2008.0,140000.0,103921.0,1,2,False,False,False,True,True,False
1953,Honda City i-VTEC VX,2018.0,1150000.0,14825.0,1,0,False,False,False,True,False,False
1954,Honda BR-V i-DTEC VX MT,2016.0,910000.0,43377.0,1,0,True,False,False,False,False,False
1955,Ford Figo Diesel Titanium,2010.0,160000.0,102307.0,1,0,True,False,False,False,False,False
1956,Maruti Zen LX,2004.0,105000.0,79000.0,1,2,False,False,False,True,True,False
1957,Maruti Wagon R LXI,2004.0,70000.0,90000.0,1,1,False,False,False,True,True,False
1958,Chevrolet Beat Diesel,2012.0,160000.0,110000.0,1,0,True,False,False,False,True,False
1959,Chevrolet Sail Hatchback LT ABS,2013.0,225000.0,80000.0,1,0,True,False,False,False,True,False
1960,Honda City 1.3 EXI,2002.0,145000.0,100000.0,1,0,False,False,False,True,True,False
1961,Ford EcoSport 1.5 Diesel Titanium Plus BSIV,2018.0,930000.0,20000.0,1,0,True,False,False,False,True,False
1962,Hyundai Getz 1.5 CRDi GVS,2008.0,110000.0,154000.0,1,4,True,False,False,False,True,False
1963,Renault Lodgy Stepway 85PS RXZ 8S,2017.0,650000.0,40000.0,1,0,True,False,False,False,True,False
1964,Maruti Swift VXI,2019.0,550000.0,51000.0,1,0,False,False,False,True,True,False
1965,Maruti Alto LX BSIII,2008.0,85000.0,120000.0,1,2,False,False,False,True,True,False
1966,Toyota Etios 1.5 V,2016.0,509999.0,35000.0,1,0,False,False,False,True,True,False
1967,Maruti Baleno Alpha 1.3,2017.0,650000.0,70000.0,1,0,True,False,False,False,True,False
1968,Chevrolet Spark 1.0 LS,2011.0,140000.0,60000.0,1,2,False,False,False,True,True,False
1969,Maruti Alto LXi,2011.0,150000.0,70000.0,1,0,False,False,False,True,True,False
1970,Datsun GO Plus A Option Petrol,2018.0,450000.0,10000.0,1,2,False,False,False,True,True,False
1971,Hyundai Accent CRDi,2006.0,170000.0,245244.0,1,1,True,False,False,False,True,False
1972,Renault KWID 1.0 RXT Optional,2017.0,400000.0,60000.0,1,0,False,False,False,True,True,False
1973,Tata Tiago 1.2 Revotron XE,2016.0,300000.0,30000.0,1,0,False,False,False,True,True,False
1974,Maruti Alto 800 Base,2012.0,250000.0,8000.0,1,0,False,False,False,True,True,False
1975,Tata Tigor 1.2 Revotron XM,2019.0,500000.0,10000.0,1,0,False,False,False,True,True,False
